Temperature,  F    <E>     <E^2>    Cv    entropy
0.100000   -29.646266   -17544223092527087376233523913856769481509751683257148595104156106608282476961794049226095807525787129037186736562570377350835339264.000000    544722155155058297273797278644412682831304340108955225090806001182707669398861498626008208168007032880399925187882573839548083601408.000000    0.446774   -175442230925269090821554852288383339188532985334046806092839572504621100109341398373350797826477704794823833823192957273591792009216.000000
0.107227   -29.545870   -14454408384085239919188807819116978421468152761448716207979497044552418403645920780493188185652660974580581194087729725440.000000    448740077083154938896577119825762106075280374374660072208173911969179598215379207256688755203437544765757087177299902595072.000000    0.431886   -134802296362146447696209387288382114661418788429757924214663082307822660169153067168210293759786945669342824012093962846208.000000
0.114976   -29.436112   -47879452684727202940371000928975523017012207732300919167574889585794224631877843856123729181401148501386722279424.000000    1486283783802130780775731281568767962076830843729210530597530324043735328114980392373485170421837691543502930837504.000000    0.422702   -416431062184264759490104306941574771871548784607733255939509904988802531314191185141414265189693137313525011578880.000000
0.123285   -29.317935   -588961652029836093665730488969427866914438947491846997338962616237777717301945197265826557909044371128320.000000    18280725208517526707057122560129505935370942549924937498452402237869651727706696807790192435431196176941056.000000    0.417996   -4777249541142238358429250880605916558686125926939401715163504327042828300116302396869323873962877758996480.000000
0.132194   -29.194657   -25376480087864839665867011069911689171707166066188533826827319739987961845562475594531035202715648.000000    787564547461476470698113779784986841554661731323243874773309733005721732538308457588854921361358848.000000    0.408818   -191963765688898681095016971786848259220126423257982776327422118776672394264572032929587648593395712.000000
0.141747   -29.068437   -3576534530867023986923667936251686715927238084953785518806113577762286684783817184853884928.000000    110983285539798612137329595970716856250123482249382464479153130657686337553184606344485797888.000000    0.391444   -25231744072725513881914632777716765555624693293463729258259856018807706534879016863175540736.000000
0.151991   -28.922168   -1358327933902120897054718609405915516710036645210342827354354280255629324268800573440.000000    42144991554740566442711187697679139607461041480062211272930338592809935673047144988672.000000    0.396698   -8936890776946683472413132569120049147786007547264469460869434967888396737398936961024.000000
0.162975   -28.770181   -1439424001569766938237916680344843754794484102757790415767182567823374672723968.000000    44655135155839866449222465341959163921094547564487470354329027101795534923366400.000000    0.396595   -8832172200757372775649294100908055736728497181389891509500802383902374478479360.000000
0.174753   -28.607812   -3868444799231637475674333231464230770380582041686134307127640035604561920.000000    119992037752323193720848296475040074002329072434873545105617617233675026432.000000    0.400298   -22136663411104538917828515099864722211839535265643719406474204998277267456.000000
0.187382   -28.432890   -24570922729622285346125091344626628896322354270047947756582037618688.000000    762023133833011682050467133237185794880784993809905330393368789778432.000000    0.409577   -131127624441204183640156479837112185490879792266266516393708641845248.000000
0.200923   -28.249839   -357534140639200934485818406330949322429990204053764116347617280.000000    11086341309627854447249245033002269538194576040678222598368133120.000000    0.419367   -1779455843014525565935327988686199570023112220687613616749281280.000000
0.215443   -28.047886   -10733994285950958460374334243480393862911410750768428351488.000000    332768616485150347098326335072789170071848557538332551151616.000000    0.446148   -49822788017733088279704306454568906540550968330702500659200.000000
0.231013   -27.838018   -669198254196562012586176986060426647303010802531827712.000000    20741549087149761025832579145201059930987406856841854976.000000    0.472457   -2896799492134442640687866805243936196519042769099948032.000000
0.247708   -27.605126   -77617593070282282882080511475188809143644801990656.000000    2405074657238854615077732223738667488677381233704960.000000    0.525850   -313343562795452614947921238697995317240647636746240.000000
0.265609   -27.356608   -16654986490141593931196093343349445933473464320.000000    515903636186382467449026429440745518147846537216.000000    0.598691   -62704954998378651668061989919212996583114145792.000000
0.284804   -27.107216   -6705192031882843570614943959851899201519616.000000    207630992234863484325851116756068378993491968.000000    0.669800   -23543214838672118140471009016387222384934912.000000
0.305386   -26.825654   -4364178796279700941020525029358701641728.000000    135075235958562249673629226673766894927872.000000    0.792958   -14290718024006379200460298080061164093440.000000
0.327455   -26.534197   -4807932421637419087264882300827992064.000000    148725017005554521538045267103937724416.000000    0.949659   -14682730911916169596943409143691083776.000000
0.351119   -26.213779   -8194116020132290732446780661694464.000000    253282871182249580461898705538121728.000000    1.145371   -23337136335461119913802559526010880.000000
0.376494   -25.870036   -21441825810713697066876982525952.000000    662067367898053981230957426900992.000000    1.441604   -56951371579907432698607348744192.000000
0.403702   -25.513460   -86257377476369720179400114176.000000    2659758780380494998179709714432.000000    1.804798   -213666110276566792093682368512.000000
0.432876   -25.126173   -497243264019750267490664448.000000    15304864886085712061856219136.000000    2.246123   -1148696432378314198251208704.000000
0.464159   -24.725888   -4187983847413525078081536.000000    128612377096326795417878528.000000    2.765306   -9022737682160871582728192.000000
0.497702   -24.308727   -49825830662545011113984.000000    1525903640852069684871168.000000    3.344614   -100111703347402691837952.000000
0.533670   -23.854789   -787822475506449383424.000000    24024453042512766959616.000000    4.135976   -1476235480724980105216.000000
0.572237   -23.382439   -16870509632012722176.000000    511819409296967598080.000000    4.995997   -29481694704545361920.000000
0.613591   -22.880612   -470325516379822336.000000    14163614626865473536.000000    6.002205   -766513402863399808.000000
0.657933   -22.382916   -17714688627011896.000000    528954849778688192.000000    6.928197   -26924751575255588.000000
0.705480   -21.863282   -846589305895501.125000    25017280719694824.000000    7.854347   -1200018467716977.500000
0.756463   -21.318683   -50250660716566.062500    1464035569660304.250000    8.715897   -66428416138805.812500
0.811131   -20.799681   -3905177202238.295410    112205325391605.062500    9.332215   -4814484980697.322266
0.869749   -20.255014   -363150258698.567627    10238622485678.781250    9.705599   -417534550295.886658
0.932603   -19.723553   -41819002169.497223    1155675581546.217041    9.833931   -44841145262.381493
1.000000   -19.197991   -5799725548.946383    156711007560.207550    9.663796   -5799725529.748386
1.072267   -18.679983   -955374665.545268    25197587404.861332    9.335576   -890985593.193938
1.149757   -18.182009   -186409872.562797    4797529458.088058    8.890097   -162129784.925817
1.232847   -17.692609   -41932549.139692    1050779591.789582    8.280423   -34012769.069787
1.321941   -17.222933   -10851124.390611    264774446.615916    7.681153   -8208464.635713
1.417474   -16.771358   -3182872.016584    75600464.421187    7.085111   -2245441.453871
1.519911   -16.335323   -1043674.656438    24112511.641613    6.474074   -686657.484652
1.629751   -15.918400   -379763.645448    8536212.976656    5.905891   -233009.684046
1.747528   -15.520509   -151818.092723    3320626.914169    5.370529   -86867.012984
1.873817   -15.140070   -66018.065602    1405067.857055    4.863372   -35223.776194
2.009233   -14.779283   -31023.343267    642670.096027    4.386327   -15433.035365
2.154435   -14.437417   -15635.258647    315443.462424    3.949229   -7250.542939
2.310130   -14.111743   -8380.983994    164669.285972    3.534522   -3621.819264
2.477076   -13.805257   -4759.873856    91159.256225    3.159404   -1915.996085
2.656088   -13.515584   -2845.096110    53138.719163    2.813852   -1066.071891
2.848036   -13.242620   -1781.249834    32463.615045    2.497499   -620.781232
3.053856   -12.985636   -1162.962361    20699.356017    2.212639   -376.565532
3.274549   -12.744858   -788.830840    13723.151599    1.955233   -237.005445
3.511192   -12.518346   -553.546124    9419.283262    1.723384   -154.086652
3.764936   -12.306049   -400.665780    6674.573495    1.516258   -103.151754
4.037017   -12.107188   -298.234281    4867.887339    1.331376   -70.875866
4.328761   -11.921347   -227.707424    3645.056579    1.167369   -49.849383
4.641589   -11.747330   -177.876599    2794.874040    1.022128   -35.791466
4.977024   -11.584941   -141.882235    2190.234892    0.893986   -26.179762
5.336699   -11.432906   -115.312705    1750.345263    0.781064   -19.465178
5.722368   -11.291297   -95.346430    1424.359276    0.681782   -14.688873
6.135907   -11.158829   -80.067638    1178.176021    0.594772   -11.230419
6.579332   -11.035315   -68.196143    989.226985    0.518438   -8.687938
7.054802   -10.920091   -58.837835    842.011540    0.451644   -6.792216
7.564633   -10.812565   -51.363653    725.756812    0.393361   -5.360615
8.111308   -10.712302   -45.322119    632.757306    0.342454   -4.266860
8.697490   -10.618949   -40.385108    557.491299    0.298002   -3.422385
9.326033   -10.531881   -36.308816    495.909620    0.259227   -2.763976
10.000000   -10.450534   -32.911778    445.048241    0.225497   -2.246124
